action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1221649,[],CHEMBL804880,Displacement of [3H]DTG from sigma opioid receptor of homogenized guinea pig whole brain,B,,,BAO_0000190,BAO_0000019,assay format,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,,,CHEMBL1125262,J Med Chem,1991.0,"{'bei': '22.08', 'le': '0.44', 'lle': '3.87', 'sei': '20.48'}",CHEMBL54,HALOPERIDOL,CHEMBL54,8.30,0,http://www.openphacts.org/units/Nanomolar,93135,=,1,1,=,,IC50,nM,,5.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,5.0
,,1224225,[],CHEMBL804880,Displacement of [3H]DTG from sigma opioid receptor of homogenized guinea pig whole brain,B,,,BAO_0000190,BAO_0000019,assay format,N=C(Nc1cccc(I)c1)NC12CC3CC(CC(C3)C1)C2,,,CHEMBL1125262,J Med Chem,1991.0,"{'bei': '20.48', 'le': '0.53', 'lle': '3.90', 'sei': '16.90'}",CHEMBL55769,,CHEMBL55769,8.10,0,http://www.openphacts.org/units/Nanomolar,93140,=,1,1,=,,IC50,nM,,8.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,8.0
,,1266753,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '26.97', 'le': '0.50', 'lle': '3.17', 'sei': '20.96'}",CHEMBL331006,,CHEMBL331006,5.83,0,http://www.openphacts.org/units/Nanomolar,223113,=,1,1,=,,IC50,nM,,1473.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1473.0
,,1266754,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '27.36', 'le': '0.51', 'lle': '3.26', 'sei': '21.27'}",CHEMBL331006,,CHEMBL331006,5.92,0,http://www.openphacts.org/units/Nanomolar,223113,=,1,1,=,,IC50,nM,,1212.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1212.0
,,1266756,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1c2ccccc2C(=O)N1CCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '13.71', 'le': '0.25', 'lle': '1.56', 'sei': '9.03'}",CHEMBL119698,,CHEMBL119698,5.09,0,http://www.openphacts.org/units/Nanomolar,223140,=,1,1,=,,IC50,nM,,8085.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,8085.0
,,1266757,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1c2ccccc2C(=O)N1CCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,,CHEMBL119698,,CHEMBL119698,,0,http://www.openphacts.org/units/Nanomolar,223140,>,1,1,>,,IC50,nM,,10000.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1268262,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(OCCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '20.36', 'le': '0.37', 'lle': '1.97', 'sei': '24.97'}",CHEMBL119047,,CHEMBL119047,7.06,0,http://www.openphacts.org/units/Nanomolar,223150,=,1,1,=,,IC50,nM,,88.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,88.0
,,1268263,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(OCCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '19.30', 'le': '0.35', 'lle': '1.60', 'sei': '23.67'}",CHEMBL119047,,CHEMBL119047,6.69,0,http://www.openphacts.org/units/Nanomolar,223150,=,1,1,=,,IC50,nM,,205.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,205.0
,,1268265,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)n1c2c(c3ccccc31)C1CCC(C2)N1CCCCc1ccccc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '17.81', 'le': '0.32', 'lle': '0.33', 'sei': '81.23'}",CHEMBL119889,,CHEMBL119889,6.64,0,http://www.openphacts.org/units/Nanomolar,223148,=,1,1,=,,IC50,nM,,231.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,231.0
,,1268266,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)n1c2c(c3ccccc31)C1CCC(C2)N1CCCCc1ccccc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '16.51', 'le': '0.30', 'lle': '-0.16', 'sei': '75.30'}",CHEMBL119889,,CHEMBL119889,6.15,0,http://www.openphacts.org/units/Nanomolar,223148,=,1,1,=,,IC50,nM,,705.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,705.0
,,1268268,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,C(=C/c1ccccc1)\CN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.87', 'le': '0.39', 'lle': '1.94', 'sei': '36.13'}",CHEMBL119485,,CHEMBL119485,6.88,0,http://www.openphacts.org/units/Nanomolar,223133,=,1,1,=,,IC50,nM,,133.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,133.0
,,1268269,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,C(=C/c1ccccc1)\CN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '19.99', 'le': '0.36', 'lle': '1.35', 'sei': '33.03'}",CHEMBL119485,,CHEMBL119485,6.29,0,http://www.openphacts.org/units/Nanomolar,223133,=,1,1,=,,IC50,nM,,517.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,517.0
,,1269539,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1CC2(CCCC2)CC(=O)N1CCCCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '17.32', 'le': '0.32', 'lle': '2.55', 'sei': '12.88'}",CHEMBL285203,,CHEMBL285203,7.27,0,http://www.openphacts.org/units/Nanomolar,223141,=,1,1,=,,IC50,nM,,54.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,54.0
,,1269540,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1CC2(CCCC2)CC(=O)N1CCCCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '14.31', 'le': '0.26', 'lle': '1.29', 'sei': '10.65'}",CHEMBL285203,,CHEMBL285203,6.00,0,http://www.openphacts.org/units/Nanomolar,223141,=,1,1,=,,IC50,nM,,988.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,988.0
,,1271090,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '23.57', 'le': '0.43', 'lle': '2.70', 'sei': '23.48'}",CHEMBL117898,,CHEMBL117898,7.55,0,http://www.openphacts.org/units/Nanomolar,223143,=,1,1,=,,IC50,nM,,28.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,28.0
,,1271091,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.78', 'le': '0.40', 'lle': '2.13', 'sei': '21.69'}",CHEMBL117898,,CHEMBL117898,6.98,0,http://www.openphacts.org/units/Nanomolar,223143,=,1,1,=,,IC50,nM,,105.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,105.0
,,1272195,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(CCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '22.41', 'le': '0.40', 'lle': '2.23', 'sei': '37.26'}",CHEMBL333840,,CHEMBL333840,7.09,0,http://www.openphacts.org/units/Nanomolar,223125,=,1,1,=,,IC50,nM,,81.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,81.0
,,1272196,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(CCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '20.33', 'le': '0.37', 'lle': '1.57', 'sei': '33.81'}",CHEMBL333840,,CHEMBL333840,6.43,0,http://www.openphacts.org/units/Nanomolar,223125,=,1,1,=,,IC50,nM,,368.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,368.0
,,1272198,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Fc1ccc(OCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '20.72', 'le': '0.38', 'lle': '2.42', 'sei': '25.69'}",CHEMBL119811,,CHEMBL119811,7.26,0,http://www.openphacts.org/units/Nanomolar,223151,=,1,1,=,,IC50,nM,,55.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,55.0
,,1272199,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Fc1ccc(OCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '19.49', 'le': '0.36', 'lle': '1.99', 'sei': '24.17'}",CHEMBL119811,,CHEMBL119811,6.83,0,http://www.openphacts.org/units/Nanomolar,223151,=,1,1,=,,IC50,nM,,148.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,148.0
,,1272201,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(CCCCN2C3CCC2c2c(n(Cc4ccccc4)c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '15.63', 'le': '0.28', 'lle': '-0.20', 'sei': '80.46'}",CHEMBL331500,,CHEMBL331500,6.57,0,http://www.openphacts.org/units/Nanomolar,223146,=,1,1,=,,IC50,nM,,267.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,267.0
,,1272202,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(CCCCN2C3CCC2c2c(n(Cc4ccccc4)c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '15.22', 'le': '0.27', 'lle': '-0.37', 'sei': '78.36'}",CHEMBL331500,,CHEMBL331500,6.40,0,http://www.openphacts.org/units/Nanomolar,223146,=,1,1,=,,IC50,nM,,396.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,396.0
,,1272204,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc2c3c([nH]c2c1)CC1CCC3N1CCCCc1nccs1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.28', 'le': '0.41', 'lle': '2.47', 'sei': '22.50'}",CHEMBL115582,,CHEMBL115582,7.18,0,http://www.openphacts.org/units/Nanomolar,223142,=,1,1,=,,IC50,nM,,66.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,66.0
,,1272205,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc2c3c([nH]c2c1)CC1CCC3N1CCCCc1nccs1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '20.35', 'le': '0.39', 'lle': '2.16', 'sei': '21.51'}",CHEMBL115582,,CHEMBL115582,6.87,0,http://www.openphacts.org/units/Nanomolar,223142,=,1,1,=,,IC50,nM,,136.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,136.0
,,1272207,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1c2ccccc2C(=O)N1CCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '15.06', 'le': '0.28', 'lle': '2.03', 'sei': '10.77'}",CHEMBL119725,,CHEMBL119725,6.08,0,http://www.openphacts.org/units/Nanomolar,223138,=,1,1,=,,IC50,nM,,836.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,836.0
,,1272208,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,O=C1c2ccccc2C(=O)N1CCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '13.58', 'le': '0.25', 'lle': '1.43', 'sei': '9.71'}",CHEMBL119725,,CHEMBL119725,5.48,0,http://www.openphacts.org/units/Nanomolar,223138,=,1,1,=,,IC50,nM,,3332.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,3332.0
,,1273390,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '22.90', 'le': '0.42', 'lle': '2.49', 'sei': '22.81'}",CHEMBL117898,,CHEMBL117898,7.34,0,http://www.openphacts.org/units/Nanomolar,223155,=,1,1,=,,IC50,nM,,46.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,46.0
,,1273391,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '19.71', 'le': '0.36', 'lle': '1.47', 'sei': '19.64'}",CHEMBL117898,,CHEMBL117898,6.32,0,http://www.openphacts.org/units/Nanomolar,223155,=,1,1,=,,IC50,nM,,482.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,482.0
,,1276088,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '24.07', 'le': '0.44', 'lle': '2.20', 'sei': '28.63'}",CHEMBL117695,,CHEMBL117695,5.45,0,http://www.openphacts.org/units/Nanomolar,223116,=,1,1,=,,IC50,nM,,3560.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,3560.0
,,1276089,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '23.93', 'le': '0.44', 'lle': '2.17', 'sei': '28.46'}",CHEMBL117695,,CHEMBL117695,5.42,0,http://www.openphacts.org/units/Nanomolar,223116,=,1,1,=,,IC50,nM,,3840.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,3840.0
,,1277544,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.85', 'le': '0.40', 'lle': '2.65', 'sei': '24.62'}",CHEMBL332593,,CHEMBL332593,6.96,0,http://www.openphacts.org/units/Nanomolar,223121,=,1,1,=,,IC50,nM,,110.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,110.0
,,1277545,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '19.70', 'le': '0.36', 'lle': '1.96', 'sei': '22.20'}",CHEMBL332593,,CHEMBL332593,6.27,0,http://www.openphacts.org/units/Nanomolar,223121,=,1,1,=,,IC50,nM,,534.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,534.0
,,1278782,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1Cl,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '16.52', 'le': '0.34', 'lle': '0.78', 'sei': '22.64'}",CHEMBL118289,,CHEMBL118289,6.40,0,http://www.openphacts.org/units/Nanomolar,223119,=,1,1,=,,IC50,nM,,400.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,400.0
,,1278783,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1Cl,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '15.77', 'le': '0.32', 'lle': '0.49', 'sei': '21.61'}",CHEMBL118289,,CHEMBL118289,6.11,0,http://www.openphacts.org/units/Nanomolar,223119,=,1,1,=,,IC50,nM,,782.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,782.0
,,1279998,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(CCc1ccc(Cl)c(Cl)c1)CCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '14.69', 'le': '0.30', 'lle': '0.58', 'sei': '28.26'}",CHEMBL116710,,CHEMBL116710,6.29,0,http://www.openphacts.org/units/Nanomolar,223135,=,1,1,=,,IC50,nM,,509.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,509.0
,,1279999,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(CCc1ccc(Cl)c(Cl)c1)CCN1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '14.76', 'le': '0.30', 'lle': '0.61', 'sei': '28.40'}",CHEMBL116710,,CHEMBL116710,6.32,0,http://www.openphacts.org/units/Nanomolar,223135,=,1,1,=,,IC50,nM,,474.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,474.0
,,1280001,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1ccc(CCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1Cl,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '16.57', 'le': '0.34', 'lle': '0.37', 'sei': '32.34'}",CHEMBL325619,,CHEMBL325619,6.15,0,http://www.openphacts.org/units/Nanomolar,223128,=,1,1,=,,IC50,nM,,702.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,702.0
,,1280002,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,Clc1ccc(CCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1Cl,,,CHEMBL1126584,J Med Chem,1993.0,,CHEMBL325619,,CHEMBL325619,,0,http://www.openphacts.org/units/Nanomolar,223128,>,1,1,>,,IC50,nM,,10000.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,1281168,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '23.57', 'le': '0.43', 'lle': '2.70', 'sei': '23.48'}",CHEMBL117898,,CHEMBL117898,7.55,0,http://www.openphacts.org/units/Nanomolar,223153,=,1,1,=,,IC50,nM,,28.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,28.0
,,1281169,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.78', 'le': '0.40', 'lle': '2.13', 'sei': '21.69'}",CHEMBL117898,,CHEMBL117898,6.98,0,http://www.openphacts.org/units/Nanomolar,223153,=,1,1,=,,IC50,nM,,105.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,105.0
,,1288816,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CC/C=C/N1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '24.43', 'le': '0.44', 'lle': '2.02', 'sei': '32.40'}",CHEMBL325845,,CHEMBL325845,6.17,0,http://www.openphacts.org/units/Nanomolar,223117,=,1,1,=,,IC50,nM,,683.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,683.0
,,1288817,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,CC/C=C/N1C2CCC1c1c([nH]c3ccccc13)C2,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '22.80', 'le': '0.41', 'lle': '1.60', 'sei': '30.24'}",CHEMBL325845,,CHEMBL325845,5.75,0,http://www.openphacts.org/units/Nanomolar,223117,=,1,1,=,,IC50,nM,,1763.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1763.0
,,1288819,[],CHEMBL803916,Binding affinity against sigma sites in guinea pig membrane using [3H]DTG as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.13', 'le': '0.39', 'lle': '1.92', 'sei': '21.04'}",CHEMBL117898,,CHEMBL117898,6.77,0,http://www.openphacts.org/units/Nanomolar,223154,=,1,1,=,,IC50,nM,,170.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,170.0
,,1288820,[],CHEMBL803754,Binding affinity against sigma sites in guinea pig membrane using [3H](+)-3-PPP as the radioligand,B,,,BAO_0000190,BAO_0000249,cell membrane format,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,,,CHEMBL1126584,J Med Chem,1993.0,"{'bei': '21.74', 'le': '0.40', 'lle': '2.12', 'sei': '21.66'}",CHEMBL117898,,CHEMBL117898,6.97,0,http://www.openphacts.org/units/Nanomolar,223154,=,1,1,=,,IC50,nM,,108.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,108.0
