molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1983100,O=C(CN1CCNCC1)NC1CCCCC1,27200.0
CHEMBL2391147,C[C@H]1[C@@H](c2ccccc2)CC(=O)N1CC(N)=O,43.0
CHEMBL3220543,CSc1nc(N2C[C@@H]3[C@H](C2)[C@H]3C(=O)O)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,30000.0
CHEMBL294144,COc1cccc2c1CCC(=O)N2CCCN1CCN(c2cccc(Cl)c2)CC1,47.0
CHEMBL3414957,O=C(CN1CCCCC1)N1CCN(C2(c3ccccc3)C3CC4CC(C3)CC2C4)CC1,135.0
CHEMBL177952,COc1ccc2c(c1)CCCC2CCCCN1CCC(C)CC1,11.3
CHEMBL176941,COc1ccc2c(CCCCN3CCC(C)CC3)cccc2c1,15.5
CHEMBL60542,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,8.24
CHEMBL596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,354.0
CHEMBL4761695,[2H]C([2H])([2H])Oc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,3500.0
CHEMBL4297224,CN(C)CC1CCOC1(c1ccccc1)c1ccccc1,860.0
CHEMBL4519018,CN1C2CCCC1CC(Nc1ccccc1Br)C2,84.0
CHEMBL5440801,Cc1ccc(CCCN2CC3(CC(=O)N(c4ccccc4)C3)C2)cc1,19.1
